timestamp,rig_id,hour,day,day_of_week,base_load,power_consumption,temperature,vibration,pressure,flow_rate,bearing_temperature,operational_mode,failure_indicator,failure_flag,estimated_rul
2024-01-01 00:00:00,RIG_NORMAL,0,1,0,40.0,32.86746042511091,43.5571941127153,0.4672482538263956,41.901831650425365,60.334458967751615,53.397454240524624,STANDBY,0,0,60.0
2024-01-01 01:00:00,RIG_NORMAL,1,1,0,40.0,39.46590634463587,43.78528188892113,0.3855191328512235,39.89847886485834,62.138777436085846,43.58061526540453,STANDBY,0,0,60.06949270326616
2024-01-01 02:00:00,RIG_NORMAL,2,1,0,40.0,44.74645801677217,49.33229563216498,0.45296746977845753,44.207474704625106,64.97636186788408,55.05987032795352,STANDBY,0,0,60.13898540653231
2024-01-01 03:00:00,RIG_NORMAL,3,1,0,40.0,44.712370086870685,51.249507982227776,0.364151951002279,39.06251682703091,58.86332927701732,59.42711278528689,STANDBY,0,0,60.20847810979847
2024-01-01 04:00:00,RIG_NORMAL,4,1,0,42.5,28.763846845805777,41.10922436183994,0.4586579245182205,34.06346082763074,59.623749915408496,47.24860703890496,STANDBY,0,0,60.27797081306463
2024-01-01 05:00:00,RIG_NORMAL,5,1,0,50.94133342141177,47.881068611122956,55.30122903662523,0.3788557235093333,45.74721744037312,63.85010754795804,63.997405442469045,STANDBY,0,0,60.347463516330784
2024-01-01 06:00:00,RIG_NORMAL,6,1,0,60.0,59.359767916067455,63.98430488832174,0.4634330263675585,45.88552779175801,68.4014288880597,70.91559634968877,HIGH_PRODUCTION,0,0,60.41695621959694
2024-01-01 07:00:00,RIG_NORMAL,7,1,0,69.05866657858823,72.97952930202405,76.79798675650156,0.6031286981516252,50.37483316510705,74.09540213152304,83.51592606819028,HIGH_PRODUCTION,0,0,60.4864489228631
2024-01-01 08:00:00,RIG_NORMAL,8,1,0,77.5,81.4719377577035,83.37738216456918,0.47451479480604,49.07664103042259,72.2315370547312,84.61911189666596,HIGH_PRODUCTION,0,0,60.555941626129254
2024-01-01 09:00:00,RIG_NORMAL,9,1,0,84.74873734152916,80.90901261858953,84.32297282510444,0.5288256801767656,50.05287474237365,75.56870542463828,91.27402510842687,HIGH_PRODUCTION,0,0,60.62543432939541
2024-01-01 10:00:00,RIG_NORMAL,10,1,0,90.31088913245534,97.22946419721457,93.8951378645983,0.5638907216159658,56.80504741646167,81.67521152240217,102.60056543661278,HIGH_PRODUCTION,0,0,60.69492703266157
2024-01-01 11:00:00,RIG_NORMAL,11,1,0,93.8074039201174,93.18274043525756,93.58458209727675,0.6228379422527272,50.74360268163017,78.88463256943209,98.70585512176437,HIGH_PRODUCTION,0,0,60.764419735927724
2024-01-01 12:00:00,RIG_NORMAL,12,1,0,95.0,96.26180948138504,95.0,0.559405626066991,54.74782699173169,74.48831742199359,101.56509813809642,HIGH_PRODUCTION,0,0,60.83391243919389
2024-01-01 13:00:00,RIG_NORMAL,13,1,0,93.8074039201174,96.90263602814204,95.0,0.6332420977309348,56.91128988327284,73.36365038291639,96.64678766983263,HIGH_PRODUCTION,0,0,60.903405142460045
2024-01-01 14:00:00,RIG_NORMAL,14,1,0,90.31088913245536,89.27022290557005,91.78669001594977,0.5383423333433262,51.604968098481606,80.40320056695872,97.00408881834805,HIGH_PRODUCTION,0,0,60.9728978457262
2024-01-01 15:00:00,RIG_NORMAL,15,1,0,84.74873734152916,90.89777944626748,88.65695295276898,0.5685457601849857,54.983908396760825,78.4452920644178,95.1482457747715,HIGH_PRODUCTION,0,0,61.04239054899236
2024-01-01 16:00:00,RIG_NORMAL,16,1,0,77.5,75.47596879939603,80.59498749833848,0.6195907784016154,47.540457042236774,69.7443384581033,82.66670092490985,HIGH_PRODUCTION,0,0,61.111883252258515
2024-01-01 17:00:00,RIG_NORMAL,17,1,0,69.05866657858823,71.65004585681584,75.79476993916882,0.5099733551604941,49.302693396037,69.76181953567679,79.92267808361765,HIGH_PRODUCTION,0,0,61.18137595552467
2024-01-01 18:00:00,RIG_NORMAL,18,1,0,60.00000000000001,60.537353316190845,65.24721360690441,0.5645013980890897,43.79973558525184,67.57374751691945,72.48318488781527,HIGH_PRODUCTION,0,0,61.25086865879083
