timestamp,rig_id,hour,day,day_of_week,base_load,power_consumption,temperature,vibration,pressure,flow_rate,bearing_temperature,operational_mode,failure_indicator,failure_flag,estimated_rul
2024-01-01 00:00:00,RIG_DEGRADATION,0,1,0,40.0,41.547259629872805,44.93652697850752,0.38804638077199693,40.35785590561525,58.546120634123554,48.08311103025026,STANDBY,0,0,5.0
2024-01-01 01:00:00,RIG_DEGRADATION,1,1,0,40.0,41.57937811239385,47.6929578517037,0.4092142933556766,39.85679315147432,55.68491499904411,49.58595576312374,STANDBY,0,0,4.997684113015285
2024-01-01 02:00:00,RIG_DEGRADATION,2,1,0,40.0,48.911063882286605,50.622381513261345,0.5161058354676398,44.60715802208239,62.5040379303969,57.93170204140717,STANDBY,0,0,4.995368226030569
2024-01-01 03:00:00,RIG_DEGRADATION,3,1,0,40.0,38.930949582544876,45.57147587134886,0.3288061043062478,37.65709391286718,59.684458251843395,54.37016814631108,STANDBY,0,0,4.993052339045855
2024-01-01 04:00:00,RIG_DEGRADATION,4,1,0,42.5,39.4779075166319,50.44067197891555,0.3715556410281529,39.558052788726116,62.87734313080618,61.788491397270334,STANDBY,0,0,4.99073645206114
2024-01-01 05:00:00,RIG_DEGRADATION,5,1,0,50.94133342141177,54.47688720233545,63.31219798901416,0.41128274059101566,42.96385912587247,66.45686911739752,70.6985789646797,STANDBY,0,0,4.988420565076424
2024-01-01 06:00:00,RIG_DEGRADATION,6,1,0,60.0,61.59022176380688,67.55621648202766,0.5197847265655924,44.941848355609956,68.98550284021636,67.81566094262016,HIGH_PRODUCTION,0,0,4.986104678091709
2024-01-01 07:00:00,RIG_DEGRADATION,7,1,0,69.05866657858823,67.58345342161519,74.41823014814187,0.5463510287111912,45.83474096823048,70.73559358262638,81.36521153658553,HIGH_PRODUCTION,0,0,4.983788791106994
2024-01-01 08:00:00,RIG_DEGRADATION,8,1,0,77.5,77.13479549184012,79.66792323298894,0.5127895174078491,45.861763600225274,69.51328430257894,81.20319512370399,HIGH_PRODUCTION,0,0,4.9814729041222785
2024-01-01 09:00:00,RIG_DEGRADATION,9,1,0,84.74873734152916,89.73745599388033,89.58441611925517,0.6645240102003566,51.05196922980457,73.43845880791234,97.08538796263336,HIGH_PRODUCTION,0,0,4.979157017137564
