timestamp,rig_id,hour,day,day_of_week,base_load,power_consumption,temperature,vibration,pressure,flow_rate,bearing_temperature,operational_mode,failure_indicator,failure_flag,estimated_rul
2024-01-01 00:00:00,RIG_DEGRADATION,0,1,0,40.0,41.5472596299,44.9365269785,0.38804638080000003,40.3578559056,58.5461206341,48.0831110303,STANDBY,0,0,5.0
2024-01-01 01:00:00,RIG_DEGRADATION,1,1,0,40.0,41.5793781124,47.6929578517,0.40921429340000004,39.8567931515,55.684914999,49.5859557631,STANDBY,0,0,4.997684113
2024-01-01 02:00:00,RIG_DEGRADATION,2,1,0,40.0,48.9110638823,50.6223815133,0.5161058355,44.6071580221,62.5040379304,57.9317020414,STANDBY,0,0,4.995368226
2024-01-01 03:00:00,RIG_DEGRADATION,3,1,0,40.0,38.9309495825,45.5714758713,0.3288061043,37.6570939129,59.6844582518,54.3701681463,STANDBY,0,0,4.993052339
2024-01-01 04:00:00,RIG_DEGRADATION,4,1,0,42.5,39.4779075166,50.4406719789,0.37155564100000005,39.5580527887,62.8773431308,61.7884913973,STANDBY,0,0,4.9907364521
2024-01-01 05:00:00,RIG_DEGRADATION,5,1,0,50.9413334214,54.4768872023,63.312197989,0.41128274060000003,42.9638591259,66.4568691174,70.6985789647,STANDBY,0,0,4.9884205651
2024-01-01 06:00:00,RIG_DEGRADATION,6,1,0,60.0,61.5902217638,67.556216482,0.5197847266,44.9418483556,68.9855028402,67.8156609426,HIGH_PRODUCTION,0,0,4.9861046781
2024-01-01 07:00:00,RIG_DEGRADATION,7,1,0,69.0586665786,67.5834534216,74.4182301481,0.5463510287000001,45.8347409682,70.7355935826,81.3652115366,HIGH_PRODUCTION,0,0,4.9837887911
2024-01-01 08:00:00,RIG_DEGRADATION,8,1,0,77.5,77.1347954918,79.667923233,0.5127895174,45.8617636002,69.5132843026,81.2031951237,HIGH_PRODUCTION,0,0,4.9814729041
2024-01-01 09:00:00,RIG_DEGRADATION,9,1,0,84.7487373415,89.7374559939,89.5844161193,0.6645240102000001,51.0519692298,73.4384588079,97.0853879626,HIGH_PRODUCTION,0,0,4.9791570171
2024-01-01 10:00:00,RIG_DEGRADATION,10,1,0,90.3108891325,86.9430268751,91.294451761,0.5479974846,53.8178613764,78.7804007002,96.4264418449,HIGH_PRODUCTION,0,0,4.9768411302
2024-01-01 11:00:00,RIG_DEGRADATION,11,1,0,93.8074039201,94.7036570665,90.9573185807,0.5844892214,56.7966177725,78.6083470455,99.3022526219,HIGH_PRODUCTION,0,0,4.9745252432000004
2024-01-01 12:00:00,RIG_DEGRADATION,12,1,0,95.0,104.5411027782,95.0,0.5948966104,53.6756289759,82.2690309977,103.2713457134,HIGH_PRODUCTION,0,0,4.9722093562000005
2024-01-01 13:00:00,RIG_DEGRADATION,13,1,0,93.8074039201,90.7316477262,93.2141823649,0.5741156958,52.2965381522,73.6134753217,94.949885238,HIGH_PRODUCTION,0,0,4.9698934692000005
2024-01-01 14:00:00,RIG_DEGRADATION,14,1,0,90.3108891325,88.9678388563,86.3196308787,0.5578371734,48.2671144145,70.4873518564,90.9002069026,HIGH_PRODUCTION,0,0,4.9675775822
2024-01-01 15:00:00,RIG_DEGRADATION,15,1,0,84.7487373415,88.7746855157,89.205093927,0.5703536149,54.3685661903,76.2697837322,97.2774426683,HIGH_PRODUCTION,0,0,4.9652616952
2024-01-01 16:00:00,RIG_DEGRADATION,16,1,0,77.5,74.0269157693,75.3073809967,0.4573075073,47.4619264769,67.9794897887,77.0319287218,HIGH_PRODUCTION,0,0,4.9629458082
2024-01-01 17:00:00,RIG_DEGRADATION,17,1,0,69.0586665786,69.6853230295,75.5354663544,0.5286023115,52.9651766927,75.0636553708,84.0550815285,HIGH_PRODUCTION,0,0,4.9606299213
2024-01-01 18:00:00,RIG_DEGRADATION,18,1,0,60.0,59.7834587345,63.4504440269,0.49828546170000004,48.1651823423,69.5496984822,63.3472331599,HIGH_PRODUCTION,0,0,4.9583140343
2024-01-01 19:00:00,RIG_DEGRADATION,19,1,0,50.9413334214,50.7683655548,56.5929620286,0.4866714555,41.6716457562,61.3115345786,63.0400183191,HIGH_PRODUCTION,0,0,4.9559981473
2024-01-01 20:00:00,RIG_DEGRADATION,20,1,0,42.5,48.607891478,56.9639278491,0.5773005493000001,45.2266218332,70.8398063416,62.6540929234,HIGH_PRODUCTION,0,0,4.9536822603
2024-01-01 21:00:00,RIG_DEGRADATION,21,1,0,40.0,48.499559779,52.5091141981,0.39427940450000004,42.7429638632,64.022277922,59.3753354024,HIGH_PRODUCTION,0,0,4.9513663733
2024-01-01 22:00:00,RIG_DEGRADATION,22,1,0,40.0,43.5947256206,48.3029824018,0.3331085849,39.0436849218,63.2178887398,52.2296777751,STANDBY,0,0,4.9490504863
2024-01-01 23:00:00,RIG_DEGRADATION,23,1,0,40.0,30.1585333755,39.4282828623,0.3675390857,38.484992933,59.8603674466,41.9744807378,STANDBY,0,0,4.9467345994
2024-01-02 00:00:00,RIG_DEGRADATION,0,2,1,38.2644650435,42.4675158513,47.978204587,0.45043554300000005,40.5882694127,62.656231564,48.5266470798,STANDBY,0,0,4.9444187124
2024-01-02 01:00:00,RIG_DEGRADATION,1,2,1,38.2644650435,45.3890997998,49.0390542605,0.4158654178,39.4020242906,66.2534523938,57.0975638793,STANDBY,0,0,4.9421028254
2024-01-02 02:00:00,RIG_DEGRADATION,2,2,1,38.2644650435,41.6075813258,48.2946769623,0.4881341899,40.5598876553,65.9504830248,51.5780423586,STANDBY,0,0,4.9397869384
2024-01-02 03:00:00,RIG_DEGRADATION,3,2,1,38.2644650435,39.7267717197,48.3466735162,0.4117267767,38.4707750176,59.0497514235,54.5241205165,STANDBY,0,0,4.9374710514
2024-01-02 04:00:00,RIG_DEGRADATION,4,2,1,40.6559941088,40.5069560165,50.5879797125,0.3903815719,40.1028178496,59.7928339951,47.270768734,STANDBY,0,0,4.9351551644
2024-01-02 05:00:00,RIG_DEGRADATION,5,2,1,48.7310717994,50.2225888136,54.8785873996,0.5266178613,43.1268181724,63.4393143358,59.9657844252,STANDBY,0,0,4.9328392774
2024-01-02 06:00:00,RIG_DEGRADATION,6,2,1,57.3966975653,54.8913953423,65.6590174736,0.524011623,43.4625067897,62.8761219323,68.895232446,HIGH_PRODUCTION,0,0,4.9305233905
2024-01-02 07:00:00,RIG_DEGRADATION,7,2,1,66.0623233312,63.901435448,69.2721888896,0.5545295515,49.3714127093,69.6411125219,75.5871111965,HIGH_PRODUCTION,0,0,4.9282075035
2024-01-02 08:00:00,RIG_DEGRADATION,8,2,1,74.1374010218,82.9199962376,86.0109046686,0.6457206049,47.684027351,74.0115611739,85.5941150739,HIGH_PRODUCTION,0,0,4.9258916165
2024-01-02 09:00:00,RIG_DEGRADATION,9,2,1,81.0716274372,82.19010157,85.3410458978,0.5611061146,50.1673090423,75.7622787503,90.407594188,HIGH_PRODUCTION,0,0,4.9235757294999996
2024-01-02 10:00:00,RIG_DEGRADATION,10,2,1,86.3924465065,85.7451132982,87.4304932563,0.5223129011000001,51.7522967585,74.4800038191,89.3090901045,HIGH_PRODUCTION,0,0,4.9212598425
2024-01-02 11:00:00,RIG_DEGRADATION,11,2,1,89.7372532031,90.4378663832,95.0,0.4964719215,52.6889584474,77.6572782029,100.4491961153,HIGH_PRODUCTION,0,0,4.9189439555
2024-01-02 12:00:00,RIG_DEGRADATION,12,2,1,90.8781044784,93.4307979751,95.0,0.6291548008,57.7634134224,79.2699587141,102.1715420449,HIGH_PRODUCTION,0,0,4.9166280686
2024-01-02 13:00:00,RIG_DEGRADATION,13,2,1,89.7372532031,85.4928696424,88.2959969925,0.5992297128,51.3626786026,73.079474134,94.9443749237,HIGH_PRODUCTION,0,0,4.9143121816
2024-01-02 14:00:00,RIG_DEGRADATION,14,2,1,86.3924465065,91.7559480892,89.8431706621,0.5774760327,52.6631663085,79.4596131233,97.6408031338,HIGH_PRODUCTION,0,0,4.9119962946
2024-01-02 15:00:00,RIG_DEGRADATION,15,2,1,81.0716274372,87.3681388899,86.4964745076,0.6095084687,53.7161662968,77.1248423462,94.7608290276,HIGH_PRODUCTION,0,0,4.9096804076
2024-01-02 16:00:00,RIG_DEGRADATION,16,2,1,74.1374010218,76.9674235619,83.8852643448,0.543294242,45.4967764451,72.7202839977,90.8370212558,HIGH_PRODUCTION,0,0,4.9073645206
2024-01-02 17:00:00,RIG_DEGRADATION,17,2,1,66.0623233312,67.9258959482,71.7285239741,0.5390431551,46.725180242,66.2622234371,75.2279107686,HIGH_PRODUCTION,0,0,4.9050486336
2024-01-02 18:00:00,RIG_DEGRADATION,18,2,1,57.3966975653,66.941945244,69.0142588624,0.5189152977,44.5505000614,70.5260109177,68.26803712,HIGH_PRODUCTION,0,0,4.9027327466
2024-01-02 19:00:00,RIG_DEGRADATION,19,2,1,48.7310717994,54.3816937323,59.254930898,0.457371185,41.73672073,64.9205639746,66.2195955109,HIGH_PRODUCTION,0,0,4.9004168597
2024-01-02 20:00:00,RIG_DEGRADATION,20,2,1,40.6559941088,40.2636972033,50.430074579,0.3227962974,42.155423442,59.0750053491,56.8401782838,HIGH_PRODUCTION,0,0,4.8981009727
2024-01-02 21:00:00,RIG_DEGRADATION,21,2,1,38.2644650435,44.9599003926,52.3772338851,0.4950082048,41.346652624,64.3691164763,55.2658389511,HIGH_PRODUCTION,0,0,4.8957850857
2024-01-02 22:00:00,RIG_DEGRADATION,22,2,1,38.2644650435,30.1399765228,39.1042870884,0.42154974230000003,40.0245754577,58.5661662153,43.3994835453,STANDBY,0,0,4.8934691987
2024-01-02 23:00:00,RIG_DEGRADATION,23,2,1,38.2644650435,32.4821865205,40.5726514338,0.48211605100000005,38.0931436528,58.939424766,50.4428796999,STANDBY,0,0,4.8911533117
2024-01-03 00:00:00,RIG_DEGRADATION,0,3,2,36.8726740701,34.8100842079,38.7205852234,0.43735296300000004,42.6363291149,59.554505219,46.8509060055,STANDBY,0,0,4.8888374247
